Location,PostOffice,State,Postcode
Jalan Ang Seng (1 - 6),Kuala Lumpur,Wilayah Persekutuan,50470
Jalan Anggerik,Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Anggor,Kuala Lumpur,Wilayah Persekutuan,58100
Jalan Angsana,Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Angsoka,Kuala Lumpur,Wilayah Persekutuan,50200
Jalan Anthony,Kuala Lumpur,Wilayah Persekutuan,50470
Jalan Antoi,Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Antoi (1 - 6),Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Antoi Kanan (1 - 4),Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Antoi kiri,Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Api,Kuala Lumpur,Wilayah Persekutuan,59100
Jalan Api-Api,Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Api-Api (1 - 5),Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Api-Api Kanan,Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Api-Api Kiri (1 - 3),Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Ara,Kuala Lumpur,Wilayah Persekutuan,59100
Jalan Ara Kiri,Kuala Lumpur,Wilayah Persekutuan,59100
Jalan Arang,Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Arang (1 - 3),Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Arfah (1 - 4),Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Asam,Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Asam Kumbang (1 - 2),Kuala Lumpur,Wilayah Persekutuan,52100
Jalan AU 2,Kuala Lumpur,Wilayah Persekutuan,54200
Jalan AU 2/B,Kuala Lumpur,Wilayah Persekutuan,54200
Jalan AU 2A/1 - AU 2A/23,Kuala Lumpur,Wilayah Persekutuan,54200
Jalan AU 3/1,Kuala Lumpur,Wilayah Persekutuan,54200
Jalan AU 3/28,Kuala Lumpur,Wilayah Persekutuan,54200
Jalan Awan Berarak 1,Kuala Lumpur,Wilayah Persekutuan,58200
Jalan Awan Makmur,Kuala Lumpur,Wilayah Persekutuan,58200
Jalan Awan Selimpat,Kuala Lumpur,Wilayah Persekutuan,58200
Jalan Ayer Bah,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Batu,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Beku,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Berseh,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Berseh (1 - 5),Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Biru,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Chetek,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Chintak,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Dalam,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Deras,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Dusun,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Embun,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Hijau,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Hitam,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Hujan,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Jernih,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Kering,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Keroh,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Kolam,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Kuning,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Laju,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Leleh,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Lembah,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Lombong,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Madu,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Mas,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Masin,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Mata,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Mawar,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Merah,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Molek,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Molek (1-2),Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Molek Kiri,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Pahit,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Panas,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Panas Baru,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Pasang,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Penoh,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Pusing,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Putih,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Rimba,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Sejok,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Sungai,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Surut,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Tasek,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Tawar,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Telaga,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Ayer Terjun,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan B (Kampung Pandan),Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Baba,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Bachang,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Badak,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Badam,Kuala Lumpur,Wilayah Persekutuan,56100
Jalan Badam (1 - 9),Kuala Lumpur,Wilayah Persekutuan,56100
Jalan Badek,Kuala Lumpur,Wilayah Persekutuan,54100
Jalan Bagot,Kuala Lumpur,Wilayah Persekutuan,54100
Jalan Baiduri,Kuala Lumpur,Wilayah Persekutuan,55200
Jalan Bakau,Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Bakubang (1 - 2),Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Balai Polis,Kuala Lumpur,Wilayah Persekutuan,50000
Jalan Balai Polis (Sungai Besi),Kuala Lumpur,Wilayah Persekutuan,57000
Jalan Balam,Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Balau,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Balau (Gombak),Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Bandar,Kuala Lumpur,Wilayah Persekutuan,50000
Jalan Bangau,Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Bangkong,Kuala Lumpur,Wilayah Persekutuan,59100
Jalan Bangsar,Kuala Lumpur,Wilayah Persekutuan,59200
"Jalan Bangsar Utama (1,3 & 9)",Kuala Lumpur,Wilayah Persekutuan,59000
Jalan Bangsawan,Kuala Lumpur,Wilayah Persekutuan,56000
Jalan Banting,Kuala Lumpur,Wilayah Persekutuan,58100
Jalan Barat,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Batai,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Batai Barat,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Batai Tepi,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Batai Utara,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Batalong,Kuala Lumpur,Wilayah Persekutuan,58200
Jalan Batalong (1 - 3),Kuala Lumpur,Wilayah Persekutuan,58200
Jalan Batu Ambar,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Batu Bata,Kuala Lumpur,Wilayah Persekutuan,50400
Jalan Batu Batan,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Batu Berani,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Batu Kapor,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Batu Kapor (1 & 2),Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Batu Laut,Kuala Lumpur,Wilayah Persekutuan,58000
Jalan Batu Laut (1 - 2),Kuala Lumpur,Wilayah Persekutuan,58000
Jalan Bawal,Kuala Lumpur,Wilayah Persekutuan,59100
Jalan Bawang,Kuala Lumpur,Wilayah Persekutuan,56100
Jalan Bayam,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Bayan,Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Bayur,Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Bebarau,Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Beberek,Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Bedara,Kuala Lumpur,Wilayah Persekutuan,50200
Jalan Bedok,Kuala Lumpur,Wilayah Persekutuan,54100
Jalan Begandai,Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Beka,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Belabas,Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Belakang Balai Polis,Kuala Lumpur,Wilayah Persekutuan,57000
Jalan Belangkas,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Belangkas (1 - 3),Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Belatuk,Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Belerang,Kuala Lumpur,Wilayah Persekutuan,57100
Jalan Belfield,Kuala Lumpur,Wilayah Persekutuan,50460
Jalan Belia,Kuala Lumpur,Wilayah Persekutuan,50350
Jalan Belian,Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Belibis,Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Belimbing,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Belinggai,Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Belinjau,Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Bellamy,Kuala Lumpur,Wilayah Persekutuan,50460
Jalan Beluntas,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Bendahara,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Bendarung,Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Bengkudu,Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Bengkulang,Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Benjamin,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Benteng,Kuala Lumpur,Wilayah Persekutuan,50050
Jalan Berangan,Kuala Lumpur,Wilayah Persekutuan,50200
Jalan Berembang (Jinjang),Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Berembang (Pudu),Kuala Lumpur,Wilayah Persekutuan,55000
Jalan Beremi,Kuala Lumpur,Wilayah Persekutuan,50200
Jalan Berhala,Kuala Lumpur,Wilayah Persekutuan,50470
Jalan Beringin,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Berkek,Kuala Lumpur,Wilayah Persekutuan,50350
Jalan Berkok,Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Bernam (Kampung Batu),Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Berombong,Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Beruang,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Beruas,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Besar Jinjang,Kuala Lumpur,Wilayah Persekutuan,52000
Jalan Besar Salak Selatan,Kuala Lumpur,Wilayah Persekutuan,57100
Jalan Besar Sungai Besi,Kuala Lumpur,Wilayah Persekutuan,57000
Jalan Beserah (Gombak),Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Beserah (Kepong),Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Besi Waja,Kuala Lumpur,Wilayah Persekutuan,57100
Jalan Besi Waja (1 & 2),Kuala Lumpur,Wilayah Persekutuan,57100
Jalan Bidara,Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Bidor,Kuala Lumpur,Wilayah Persekutuan,50400
Jalan Bijeh,Kuala Lumpur,Wilayah Persekutuan,55200
Jalan Bilis (1 - 3),Kuala Lumpur,Wilayah Persekutuan,59100
Jalan Binjai,Kuala Lumpur,Wilayah Persekutuan,50450
Jalan Birah,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Bomoh,Kuala Lumpur,Wilayah Persekutuan,54000
Jalan Boon Kim,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Brodrick,Kuala Lumpur,Wilayah Persekutuan,50350
Jalan Brunei,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Brunei Barat,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Brunei Selatan,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Brunei Utara,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Bubut,Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Budiman,Kuala Lumpur,Wilayah Persekutuan,56000
Jalan Bugis,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Bukit Aman,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Bukit Bangsar,Kuala Lumpur,Wilayah Persekutuan,59000
Jalan Bukit Bintang,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Bukit Ceylon,Kuala Lumpur,Wilayah Persekutuan,50200
Jalan Bukit Keramat,Kuala Lumpur,Wilayah Persekutuan,54000
Jalan Bukit Kewangan,Kuala Lumpur,Wilayah Persekutuan,50200
Jalan Bukit Kota,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Bukit Ledang,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Bukit Lima,Kuala Lumpur,Wilayah Persekutuan,54100
Jalan Bukit Nenas,Kuala Lumpur,Wilayah Persekutuan,50250
Jalan Bukit Pandan Bistari 5,Kuala Lumpur,Wilayah Persekutuan,56100
Jalan Bukit Pantai,Kuala Lumpur,Wilayah Persekutuan,59100
Jalan Bukit Petaling,Kuala Lumpur,Wilayah Persekutuan,50460
Jalan Bukit Prima,Kuala Lumpur,Wilayah Persekutuan,56000
Jalan Bukit Tinggi (1 - 2),Kuala Lumpur,Wilayah Persekutuan,54100
Jalan Bukit Travers,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Bukit Tunku (Kenny Hill Timur),Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Buku Lima,Kuala Lumpur,Wilayah Persekutuan,54100
Jalan Bulan,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Bulan (1 - 2),Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Buloh Perindu,Kuala Lumpur,Wilayah Persekutuan,59000
Jalan Bunga Kantan,Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Bunga Melati,Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Bunga Rampai,Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Bunga Raya (Gombak),Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Bunga Tanjung,Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Bungur,Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Bunus,Kuala Lumpur,Wilayah Persekutuan,50100
Jalan Bunus 1,Kuala Lumpur,Wilayah Persekutuan,50100
Jalan Burhanuddin Helmi,Kuala Lumpur,Wilayah Persekutuan,60000
Jalan Burhanuddin Helmi (1 - 3),Kuala Lumpur,Wilayah Persekutuan,60000
Jalan C (Kampung Pandan),Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Camperai,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Cangkat Damansara,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Cangkat Persekutuan,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Carruthers,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Cemar,Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Cemerlang,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Cempaka SD 12/5,Kuala Lumpur,Wilayah Persekutuan,52200
Jalan Cempanai,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Cenderasari,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Cenderawasih,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Cerapu,Kuala Lumpur,Wilayah Persekutuan,56100
Jalan Cerapu 1,Kuala Lumpur,Wilayah Persekutuan,56100
Jalan Ceylon,Kuala Lumpur,Wilayah Persekutuan,50200
Jalan Chan Ah Tong,Kuala Lumpur,Wilayah Persekutuan,50470
Jalan Chan Ah Wing,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Chan Chin Mooi,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Chan Sow Lin,Kuala Lumpur,Wilayah Persekutuan,55200
Jalan Changkat Kia Peng,Kuala Lumpur,Wilayah Persekutuan,50450
Jalan Changkat Pantai,Kuala Lumpur,Wilayah Persekutuan,59200
Jalan Changkat Pantai 1,Kuala Lumpur,Wilayah Persekutuan,59100
Jalan Changkat Semantan,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Changkat Stadium,Kuala Lumpur,Wilayah Persekutuan,50150
Jalan Chegar,Kuala Lumpur,Wilayah Persekutuan,50350
Jalan Chekap,Kuala Lumpur,Wilayah Persekutuan,56000
Jalan Chekor,Kuala Lumpur,Wilayah Persekutuan,58000
Jalan Chelagi,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Chemor,Kuala Lumpur,Wilayah Persekutuan,50400
Jalan Chempaka (Gombak),Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Chempedak,Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Chenangkas,Kuala Lumpur,Wilayah Persekutuan,54000
Jalan Chendana,Kuala Lumpur,Wilayah Persekutuan,50250
Jalan Chenderai (1 - 3),Kuala Lumpur,Wilayah Persekutuan,59100
Jalan Chenderuh,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Chenderuh (1 - 8),Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Chendrik,Kuala Lumpur,Wilayah Persekutuan,54100
Jalan Cheng Lock,Kuala Lumpur,Wilayah Persekutuan,50000
Jalan Chengal,Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Chengal Selatan,Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Cheong Yoke Choy,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Cheras (Hingga Km 10.5),Kuala Lumpur,Wilayah Persekutuan,56100
Jalan Chermai,Kuala Lumpur,Wilayah Persekutuan,50400
Jalan Chiew Yoke,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Chinchin,Kuala Lumpur,Wilayah Persekutuan,55200
Jalan Chong Hwa,Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Choo Cheng Khay,Kuala Lumpur,Wilayah Persekutuan,50460
Jalan Chow Kit,Kuala Lumpur,Wilayah Persekutuan,50350
Jalan Chow Kit Kiri,Kuala Lumpur,Wilayah Persekutuan,50350
Jalan Chow Thye,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Coales,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Cochrane,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Conlay,Kuala Lumpur,Wilayah Persekutuan,50450
Jalan Connaught,Kuala Lumpur,Wilayah Persekutuan,56000
Jalan Cumarasami,Kuala Lumpur,Wilayah Persekutuan,51100
Jalan D (Kampung Pandan),Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Damai,Kuala Lumpur,Wilayah Persekutuan,55000
Jalan Damai Niaga,Kuala Lumpur,Wilayah Persekutuan,56000
Jalan Damai Perdana 2/7D,Kuala Lumpur,Wilayah Persekutuan,56000
Jalan Damai Perdana 6/1F,Kuala Lumpur,Wilayah Persekutuan,56000
Jalan Damai Perdana 9/2A,Kuala Lumpur,Wilayah Persekutuan,56000
Jalan Damanlela,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Damansara,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Damansara (Hingga Km 9.5),Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Damansara (Km 10 ke atas),Kuala Lumpur,Wilayah Persekutuan,60000
Jalan Damansara Indah,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Damansara Permai,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Danau Lumayan,Kuala Lumpur,Wilayah Persekutuan,56000
Jalan Danau Saujana 2,Kuala Lumpur,Wilayah Persekutuan,53300
Jalan Dang Wangi,Kuala Lumpur,Wilayah Persekutuan,50100
Jalan Dato Abd Manan Nordin,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Dato Haji Eusoff,Kuala Lumpur,Wilayah Persekutuan,50400
Jalan Dato Haji Harun,Kuala Lumpur,Wilayah Persekutuan,56000
Jalan Dato Onn,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Dato Senu 26,Kuala Lumpur,Wilayah Persekutuan,51000
Jalan Datuk Abdul Malek,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Datuk Abdul Razak,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Datuk Abdullah Yassin,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Datuk Keramat,Kuala Lumpur,Wilayah Persekutuan,54000
Jalan Datuk Suleiman,Kuala Lumpur,Wilayah Persekutuan,60000
Jalan Datuk Suleiman (1 - 7),Kuala Lumpur,Wilayah Persekutuan,60000
Jalan Daud,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Davies,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Dedalu,Kuala Lumpur,Wilayah Persekutuan,55000
Jalan Dedap,Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Delapan,Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Delima,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Derumum,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Desa Anggun 1,Kuala Lumpur,Wilayah Persekutuan,52200
Jalan Desa Bakti 2,Kuala Lumpur,Wilayah Persekutuan,58100
Jalan Desa Kiara 1,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Desa Melawati,Kuala Lumpur,Wilayah Persekutuan,53100
Jalan Desa Pandan,Kuala Lumpur,Wilayah Persekutuan,55100
"Jalan Desa Residen, Levenue",Kuala Lumpur,Wilayah Persekutuan,52200
Jalan Dewan Sultan Sulaiman,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Doktor Latiff,Kuala Lumpur,Wilayah Persekutuan,50400
Jalan Doraisamy,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Douglas,Kuala Lumpur,Wilayah Persekutuan,54100
Jalan Duku,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Dungun,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Durian,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Duta Hartamas,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Duta Kiara,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Dutamas,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Dutamas 1,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Dutamas Melati,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Dutamas Raya,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Dutamas Raya 1/38B,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan E (Kampung Pandan),Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Eaton,Kuala Lumpur,Wilayah Persekutuan,50450
Jalan Elmu,Kuala Lumpur,Wilayah Persekutuan,59100
Jalan Emas,Kuala Lumpur,Wilayah Persekutuan,57100
Jalan Enak,Kuala Lumpur,Wilayah Persekutuan,58200
Jalan Enak (1 - 3),Kuala Lumpur,Wilayah Persekutuan,58200
Jalan Endau,Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Enggang,Kuala Lumpur,Wilayah Persekutuan,54200
Jalan Enggang Selatan,Kuala Lumpur,Wilayah Persekutuan,54200
Jalan Enggang Timur,Kuala Lumpur,Wilayah Persekutuan,54200
Jalan Enggang Utara,Kuala Lumpur,Wilayah Persekutuan,54200
Jalan F (Kampung Pandan),Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Fajar,Kuala Lumpur,Wilayah Persekutuan,55000
Jalan Faraday,Kuala Lumpur,Wilayah Persekutuan,59100
Jalan Fletcher,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Foss,Kuala Lumpur,Wilayah Persekutuan,55200
Jalan FRI,Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Gadek,Kuala Lumpur,Wilayah Persekutuan,55200
Jalan Gading,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Gajah,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Gajus,Kuala Lumpur,Wilayah Persekutuan,50460
Jalan Galian,Kuala Lumpur,Wilayah Persekutuan,55200
Jalan Gallagher,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Galloway,Kuala Lumpur,Wilayah Persekutuan,50150
Jalan Gangsa,Kuala Lumpur,Wilayah Persekutuan,57000
Jalan Gapis,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Gegambir,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Gelang,Kuala Lumpur,Wilayah Persekutuan,55200
Jalan Gelenggang,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Gelugor,Kuala Lumpur,Wilayah Persekutuan,55200
Jalan Gemilang,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Genting Klang,Kuala Lumpur,Wilayah Persekutuan,53300
Jalan Gereja,Kuala Lumpur,Wilayah Persekutuan,50100
Jalan Gerik,Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Gin Lek,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Girdle,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Gombak,Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Gombak (Batu 3 1/2),Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Gombak Sejahtera,Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Gopeng,Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Gourley,Kuala Lumpur,Wilayah Persekutuan,55200
Jalan Graham,Kuala Lumpur,Wilayah Persekutuan,54100
Jalan Gray,Kuala Lumpur,Wilayah Persekutuan,54100
Jalan Gunong Semanggul,Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Gurney (1 - 4),Kuala Lumpur,Wilayah Persekutuan,54000
Jalan Gurney KIRI,Kuala Lumpur,Wilayah Persekutuan,54100
Jalan H (Kampung Pandan),Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Haji Hashim,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Haji Hussein,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Haji Hussein Kiri 1,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Haji Hussein Kiri 2,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Haji Salleh,Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Haji Sirat,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Haji Taib,Kuala Lumpur,Wilayah Persekutuan,50350
Jalan Haji Yaakob,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Haji Yahya Sheikh Ahmad,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Haji Zainuddin,Kuala Lumpur,Wilayah Persekutuan,50300
